,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2020-04-14,SUDOESTE,"-15,848741","-48,067949",131,21.5,15.79,0,0
1,2020-04-14,Águas Claras,"-15,835755","-48,023704",68,11.1,39.85,0,0
2,2020-04-14,Recanto das Emas,"-15,91697","-48,101851",3,0.5,2.27,0,0
3,2020-04-14,Samambaia,"-15,874647","-48,101735",18,3.0,7.35,0,0
4,2020-04-14,Taguatinga,"-15,829303","-48,055925",19,3.1,9.13,0,0
5,2020-04-14,Vicente Pires,"-15,80135","-48,029207",23,3.8,31.31,0,0
6,2020-04-14,CENTRAL,"-15,787416","-47,904364",308,50.5,78.43,0,0
7,2020-04-14,Plano Piloto,"-15,79558","-47,880991",176,28.9,76.42,0,0
8,2020-04-14,Sudoeste/Octogonal,"-15,791981","-47,929973",41,6.7,74.20,0,0
9,2020-04-14,Cruzeiro,"-15,783461","-47,935849",9,1.5,29.17,0,0
10,2020-04-14,Lago Norte,"-15,716136","-47,872314",20,3.3,53.87,0,0
11,2020-04-14,Lago Sul,"-15,866769","-47,863069",62,10.2,204.49,0,0
12,2020-04-14,Varjão do Torto,"-15,709046","-47,878307",0,0.0,0.00,0,0
13,2020-04-14,CENTRO SUL,"-15,832904","-47,964603",54,8.9,14.18,0,0
14,2020-04-14,Candangolândia,"-15,850394","-47,948315",0,0.0,0.00,0,0
15,2020-04-14,Parkway,"-15,912218","-47,958777",9,1.5,39.03,0,0
16,2020-04-14,Guará,"-15,819059","-47,97966",38,6.2,27.03,0,0
17,2020-04-14,Núcleo Bandeirante,"-15,872164","-47,968502",6,1.0,24.98,0,0
18,2020-04-14,Riacho Fundo I,"-15,882885","-48,016893",1,0.2,2.28,0,0
19,2020-04-14,Riacho Fundo II,"-15,924313","-48,037374",0,0.0,0.00,0,0
20,2020-04-14,SCIA (Estrutural),"-15,783705","-47,987222",0,0.0,0.00,0,0
21,2020-04-14,NORTE,"-15,661909","-47,813598",20,3.3,5.63,0,0
22,2020-04-14,Fercal,"-15,598803","-47,86915",0,0.0,0.00,0,0
23,2020-04-14,Planaltina,"-15,713838","-47,520359",5,0.8,2.55,0,0
24,2020-04-14,Sobradinho I,"-15,653501","-47,802874",14,2.3,19.67,0,0
25,2020-04-14,Sobradinho II,"-15,621837","-47,803434",1,0.2,1.28,0,0
26,2020-04-14,SUL,"-16,025131","-48,051063",29,4.8,10.62,0,0
27,2020-04-14,Gama,"-15,99793","-48,145463",19,3.1,13.22,0,0
28,2020-04-14,Santa Maria,"-16,024697","-47,990179",10,1.6,7.74,0,0
29,2020-04-14,LESTE,"-15,835614","-47,715819",47,7.7,14.99,0,0
30,2020-04-14,Jardim Botânico,"-15,855691","-47,809974",14,2.3,24.08,0,0
31,2020-04-14,Itapoã,"-15,744747","-47,764271",1,0.2,1.54,0,0
32,2020-04-14,Paranoá,"-15,931541","-47,525609",3,0.5,4.02,0,0
33,2020-04-14,São Sebastião,"-15,934012","-47,756858",29,4.8,25.00,0,0
34,2020-04-14,OESTE,"-15,76191","-48,139419",21,3.4,4.14,0,0
35,2020-04-14,Brazlândia,"-15,631225","-48,131325",0,0.0,0.00,0,0
36,2020-04-14,Ceilândia,"-15,817297","-48,170523",21,3.4,4.73,0,0
