,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2020-05-22,SUDOESTE,"-15,848741","-48,067949",1237,23.2,149.10,22,1.8
1,2020-05-22,Águas Claras,"-15,835755","-48,023704",349,6.5,204.53,8,2.3
2,2020-05-22,Recanto das Emas,"-15,91697","-48,101851",108,2.0,81.54,3,2.8
3,2020-05-22,Samambaia,"-15,874647","-48,101735",346,6.5,141.25,8,2.3
4,2020-05-22,Taguatinga,"-15,829303","-48,055925",346,6.5,166.20,3,0.9
5,2020-05-22,Vicente Pires,"-15,80135","-48,029207",88,1.6,119.81,0,0.0
6,2020-05-22,CENTRAL,"-15,787416","-47,904364",1028,19.3,261.78,5,0.5
7,2020-05-22,Plano Piloto,"-15,79558","-47,880991",616,11.5,267.47,3,0.5
8,2020-05-22,Sudoeste/Octogonal,"-15,791981","-47,929973",110,2.1,199.07,1,0.9
9,2020-05-22,Cruzeiro,"-15,783461","-47,935849",56,1.0,181.50,0,0.0
10,2020-05-22,Lago Norte,"-15,716136","-47,872314",85,1.6,228.94,0,0.0
11,2020-05-22,Lago Sul,"-15,866769","-47,863069",157,2.9,517.81,1,0.6
12,2020-05-22,Varjão do Torto,"-15,709046","-47,878307",4,0.1,45.31,0,0.0
13,2020-05-22,CENTRO SUL,"-15,832904","-47,964603",490,9.2,128.68,15,3.1
14,2020-05-22,Candangolândia,"-15,850394","-47,948315",23,0.4,140.78,1,4.3
15,2020-05-22,Parkway,"-15,912218","-47,958777",51,1.0,221.18,0,0.0
16,2020-05-22,Guará,"-15,819059","-47,97966",236,4.4,167.90,6,2.5
17,2020-05-22,Núcleo Bandeirante,"-15,872164","-47,968502",40,0.7,166.53,1,2.5
18,2020-05-22,Riacho Fundo I,"-15,882885","-48,016893",76,1.4,173.46,4,5.3
19,2020-05-22,Riacho Fundo II,"-15,924313","-48,037374",24,0.4,25.64,1,4.2
20,2020-05-22,SCIA (Estrutural),"-15,783705","-47,987222",36,0.7,97.91,2,5.6
21,2020-05-22,SIA,"-15,802812","-47,960215",4,0.1,152.61,0,0.0
22,2020-05-22,NORTE,"-15,661909","-47,813598",395,7.4,111.27,7,1.8
23,2020-05-22,Fercal,"-15,598803","-47,86915",6,0.1,63.34,0,0.0
24,2020-05-22,Planaltina,"-15,713838","-47,520359",195,3.7,99.45,6,3.1
25,2020-05-22,Sobradinho I,"-15,653501","-47,802874",170,3.2,238.88,1,0.6
26,2020-05-22,Sobradinho II,"-15,621837","-47,803434",24,0.4,30.66,0,0.0
27,2020-05-22,SUL,"-16,025131","-48,051063",417,7.8,152.77,9,2.2
28,2020-05-22,Gama,"-15,99793","-48,145463",249,4.7,173.29,4,1.6
29,2020-05-22,Santa Maria,"-16,024697","-47,990179",168,3.1,129.96,5,3.0
30,2020-05-22,OESTE,"-15,76191","-48,139419",595,11.1,117.16,21,3.5
31,2020-05-22,Brazlândia,"-15,631225","-48,131325",73,1.4,114.01,1,1.4
32,2020-05-22,Ceilândia,"-15,817297","-48,170523",522,9.8,117.61,20,3.8
33,2020-05-22,LESTE,"-15,835614","-47,715819",364,6.8,116.09,5,1.4
34,2020-05-22,Itapoã,"-15,744747","-47,764271",27,0.5,41.70,1,3.7
35,2020-05-22,Paranoá,"-15,931541","-47,525609",101,1.9,135.23,0,0.0
36,2020-05-22,São Sebastião,"-15,934012","-47,756858",152,2.8,131.05,1,0.7
37,2020-05-22,Jardim Botânico,"-15,855691","-47,809974",84,1.6,144.48,2,2.4
38,2020-05-22,População Privada de Liberdade,"-15,90473","-47,80732",656,12.3,4886.04,1,0.2
39,2020-05-22,RA em Investigação,nan,nan,155,2.9,0,0.0,
